Randomizer Version: 4.6.1-HAL
Random Seed: 113052562188845
Settings String: 322AAgEAQEBAAQABwAEAAEeRAABFAAAFABABAABAAAAAAAAAAAAMgQyAQAICTIGBAAyAAIAEEZpcmUgUmVkIChVKSAxLjDynVAU48M4ig==

--Randomized Evolutions--
BULBASAUR       -> IVYSAUR        
294 LOUDRED       |               - |               - |TM03 WATER PULSE |             - |TM05 ROAR |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |TM12 TAUNT |TM13 ICE BEAM |TM14 BLIZZARD |              - |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |TM22 SOLARBEAM |             - |               - |           - |TM26 EARTHQUAKE |TM27 RETURN |       - |           - |TM30 SHADOW BALL |TM31 BRICK BREAK |TM32 DOUBLE TEAM |           - |TM34 SHOCK WAVE |TM35 FLAMETHROWER |               - |             - |TM38 FIRE BLAST |             - |              - |TM41 TORMENT |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |TM50 OVERHEAT |       - |       - |        - |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
295 EXPLOUD       |               - |               - |TM03 WATER PULSE |             - |TM05 ROAR |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |TM12 TAUNT |TM13 ICE BEAM |TM14 BLIZZARD |TM15 HYPER BEAM |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |TM22 SOLARBEAM |             - |               - |           - |TM26 EARTHQUAKE |TM27 RETURN |       - |           - |TM30 SHADOW BALL |TM31 BRICK BREAK |TM32 DOUBLE TEAM |           - |TM34 SHOCK WAVE |TM35 FLAMETHROWER |               - |             - |TM38 FIRE BLAST |             - |              - |TM41 TORMENT |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |TM50 OVERHEAT |       - |       - |        - |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
296 MAKUHITA      |TM01 FOCUS PUNCH |               - |               - |             - |        - |TM06 TOXIC |        - |TM08 BULK UP |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |              - |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |             - |               - |           - |TM26 EARTHQUAKE |TM27 RETURN |TM28 DIG |           - |               - |TM31 BRICK BREAK |TM32 DOUBLE TEAM |           - |              - |                - |               - |             - |              - |TM39 ROCK TOMB |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |HM03 SURF |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
297 HARIYAMA      |TM01 FOCUS PUNCH |               - |               - |             - |        - |TM06 TOXIC |        - |TM08 BULK UP |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |TM15 HYPER BEAM |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |             - |               - |           - |TM26 EARTHQUAKE |TM27 RETURN |TM28 DIG |           - |               - |TM31 BRICK BREAK |TM32 DOUBLE TEAM |           - |              - |                - |               - |             - |              - |TM39 ROCK TOMB |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |HM03 SURF |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
298 AZURILL       |               - |               - |TM03 WATER PULSE |             - |        - |TM06 TOXIC |TM07 HAIL |           - |               - |TM10 HIDDEN POWER |             - |         - |TM13 ICE BEAM |TM14 BLIZZARD |              - |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |TM23 IRON TAIL |               - |           - |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |               - |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |HM03 SURF |            - |         - |              - |HM07 WATERFALL |        - |
299 NOSEPASS      |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |TM12 TAUNT |            - |            - |              - |                - |TM17 PROTECT |              - |              - |             - |TM21 FRUSTRATION |             - |             - |TM24 THUNDERBOLT |TM25 THUNDER |TM26 EARTHQUAKE |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |TM34 SHOCK WAVE |                - |               - |TM37 SANDSTORM |              - |TM39 ROCK TOMB |              - |TM41 TORMENT |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |        - |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
300 SKITTY        |               - |               - |TM03 WATER PULSE |TM04 CALM MIND |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |TM13 ICE BEAM |TM14 BLIZZARD |              - |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |TM20 SAFEGUARD |TM21 FRUSTRATION |TM22 SOLARBEAM |TM23 IRON TAIL |TM24 THUNDERBOLT |TM25 THUNDER |              - |TM27 RETURN |TM28 DIG |           - |TM30 SHADOW BALL |               - |TM32 DOUBLE TEAM |           - |TM34 SHOCK WAVE |                - |               - |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |        - |            - |HM05 FLASH |              - |             - |        - |
301 DELCATTY      |               - |               - |TM03 WATER PULSE |TM04 CALM MIND |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |TM13 ICE BEAM |TM14 BLIZZARD |TM15 HYPER BEAM |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |TM20 SAFEGUARD |TM21 FRUSTRATION |TM22 SOLARBEAM |TM23 IRON TAIL |TM24 THUNDERBOLT |TM25 THUNDER |              - |TM27 RETURN |TM28 DIG |           - |TM30 SHADOW BALL |               - |TM32 DOUBLE TEAM |           - |TM34 SHOCK WAVE |                - |               - |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |        - |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |             - |        - |
302 SABLEYE       |TM01 FOCUS PUNCH |               - |TM03 WATER PULSE |TM04 CALM MIND |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |TM12 TAUNT |            - |            - |              - |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |             - |               - |           - |              - |TM27 RETURN |TM28 DIG |TM29 PSYCHIC |TM30 SHADOW BALL |TM31 BRICK BREAK |TM32 DOUBLE TEAM |           - |TM34 SHOCK WAVE |                - |               - |             - |              - |TM39 ROCK TOMB |TM40 AERIAL ACE |TM41 TORMENT |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |              - |TM49 SNATCH |            - |HM01 CUT |       - |        - |            - |HM05 FLASH |HM06 ROCK SMASH |             - |        - |
303 MAWILE        |TM01 FOCUS PUNCH |               - |               - |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |TM12 TAUNT |TM13 ICE BEAM |            - |TM15 HYPER BEAM |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |TM22 SOLARBEAM |             - |               - |           - |              - |TM27 RETURN |       - |           - |               - |TM31 BRICK BREAK |TM32 DOUBLE TEAM |           - |              - |TM35 FLAMETHROWER |TM36 SLUDGE BOMB |TM37 SANDSTORM |TM38 FIRE BLAST |TM39 ROCK TOMB |              - |TM41 TORMENT |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |        - |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
304 ARON          |               - |               - |TM03 WATER PULSE |             - |TM05 ROAR |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |              - |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |TM23 IRON TAIL |               - |           - |TM26 EARTHQUAKE |TM27 RETURN |TM28 DIG |           - |               - |               - |TM32 DOUBLE TEAM |           - |TM34 SHOCK WAVE |                - |               - |TM37 SANDSTORM |              - |TM39 ROCK TOMB |TM40 AERIAL ACE |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |HM01 CUT |       - |        - |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
305 LAIRON        |               - |               - |TM03 WATER PULSE |             - |TM05 ROAR |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |              - |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |TM23 IRON TAIL |               - |           - |TM26 EARTHQUAKE |TM27 RETURN |TM28 DIG |           - |               - |               - |TM32 DOUBLE TEAM |           - |TM34 SHOCK WAVE |                - |               - |TM37 SANDSTORM |              - |TM39 ROCK TOMB |TM40 AERIAL ACE |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |HM01 CUT |       - |        - |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
306 AGGRON        |TM01 FOCUS PUNCH |TM02 DRAGON CLAW |TM03 WATER PULSE |             - |TM05 ROAR |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |TM12 TAUNT |TM13 ICE BEAM |TM14 BLIZZARD |TM15 HYPER BEAM |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |TM22 SOLARBEAM |TM23 IRON TAIL |TM24 THUNDERBOLT |TM25 THUNDER |TM26 EARTHQUAKE |TM27 RETURN |TM28 DIG |           - |               - |TM31 BRICK BREAK |TM32 DOUBLE TEAM |           - |TM34 SHOCK WAVE |TM35 FLAMETHROWER |               - |TM37 SANDSTORM |TM38 FIRE BLAST |TM39 ROCK TOMB |TM40 AERIAL ACE |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |HM01 CUT |       - |HM03 SURF |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
307 MEDITITE      |TM01 FOCUS PUNCH |               - |               - |TM04 CALM MIND |        - |TM06 TOXIC |        - |TM08 BULK UP |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |              - |TM16 LIGHT SCREEN |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |             - |               - |           - |              - |TM27 RETURN |       - |TM29 PSYCHIC |TM30 SHADOW BALL |TM31 BRICK BREAK |TM32 DOUBLE TEAM |TM33 REFLECT |              - |                - |               - |             - |              - |TM39 ROCK TOMB |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |        - |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |             - |        - |
308 MEDICHAM      |TM01 FOCUS PUNCH |               - |               - |TM04 CALM MIND |        - |TM06 TOXIC |        - |TM08 BULK UP |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |TM15 HYPER BEAM |TM16 LIGHT SCREEN |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |             - |               - |           - |              - |TM27 RETURN |       - |TM29 PSYCHIC |TM30 SHADOW BALL |TM31 BRICK BREAK |TM32 DOUBLE TEAM |TM33 REFLECT |              - |                - |               - |             - |              - |TM39 ROCK TOMB |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |        - |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |             - |        - |
309 ELECTRIKE     |               - |               - |               - |             - |TM05 ROAR |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |             - |         - |            - |            - |              - |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |TM23 IRON TAIL |TM24 THUNDERBOLT |TM25 THUNDER |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |TM34 SHOCK WAVE |                - |               - |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |              - |          - |            - |       - |       - |        - |HM04 STRENGTH |HM05 FLASH |              - |             - |        - |
310 MANECTRIC     |               - |               - |               - |             - |TM05 ROAR |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |             - |         - |            - |            - |TM15 HYPER BEAM |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |TM23 IRON TAIL |TM24 THUNDERBOLT |TM25 THUNDER |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |TM34 SHOCK WAVE |                - |               - |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |              - |          - |            - |       - |       - |        - |HM04 STRENGTH |HM05 FLASH |              - |             - |        - |
311 PLUSLE        |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |             - |         - |            - |            - |              - |TM16 LIGHT SCREEN |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |TM23 IRON TAIL |TM24 THUNDERBOLT |TM25 THUNDER |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |TM34 SHOCK WAVE |                - |               - |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |        - |            - |HM05 FLASH |              - |             - |        - |
312 MINUN         |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |             - |         - |            - |            - |              - |TM16 LIGHT SCREEN |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |TM23 IRON TAIL |TM24 THUNDERBOLT |TM25 THUNDER |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |TM34 SHOCK WAVE |                - |               - |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |        - |            - |HM05 FLASH |              - |             - |        - |
313 VOLBEAT       |TM01 FOCUS PUNCH |               - |TM03 WATER PULSE |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |              - |TM16 LIGHT SCREEN |TM17 PROTECT |TM18 RAIN DANCE |TM19 GIGA DRAIN |             - |TM21 FRUSTRATION |TM22 SOLARBEAM |             - |TM24 THUNDERBOLT |TM25 THUNDER |              - |TM27 RETURN |       - |           - |TM30 SHADOW BALL |TM31 BRICK BREAK |TM32 DOUBLE TEAM |           - |TM34 SHOCK WAVE |                - |               - |             - |              - |             - |TM40 AERIAL ACE |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |              - |          - |            - |       - |       - |        - |            - |HM05 FLASH |              - |             - |        - |
314 ILLUMISE      |TM01 FOCUS PUNCH |               - |TM03 WATER PULSE |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |              - |TM16 LIGHT SCREEN |TM17 PROTECT |TM18 RAIN DANCE |TM19 GIGA DRAIN |             - |TM21 FRUSTRATION |TM22 SOLARBEAM |             - |TM24 THUNDERBOLT |TM25 THUNDER |              - |TM27 RETURN |       - |           - |TM30 SHADOW BALL |TM31 BRICK BREAK |TM32 DOUBLE TEAM |           - |TM34 SHOCK WAVE |                - |               - |             - |              - |             - |TM40 AERIAL ACE |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |              - |          - |            - |       - |       - |        - |            - |HM05 FLASH |              - |             - |        - |
315 ROSELIA       |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |TM09 BULLET SEED |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |              - |                - |TM17 PROTECT |              - |TM19 GIGA DRAIN |             - |TM21 FRUSTRATION |TM22 SOLARBEAM |             - |               - |           - |              - |TM27 RETURN |       - |           - |TM30 SHADOW BALL |               - |TM32 DOUBLE TEAM |           - |              - |                - |TM36 SLUDGE BOMB |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |HM01 CUT |       - |        - |            - |HM05 FLASH |              - |             - |        - |
316 GULPIN        |               - |               - |TM03 WATER PULSE |             - |        - |TM06 TOXIC |        - |           - |TM09 BULLET SEED |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |TM13 ICE BEAM |            - |              - |                - |TM17 PROTECT |TM18 RAIN DANCE |TM19 GIGA DRAIN |             - |TM21 FRUSTRATION |TM22 SOLARBEAM |             - |               - |           - |              - |TM27 RETURN |       - |           - |TM30 SHADOW BALL |               - |TM32 DOUBLE TEAM |           - |TM34 SHOCK WAVE |                - |TM36 SLUDGE BOMB |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |TM49 SNATCH |            - |       - |       - |        - |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
317 SWALOT        |               - |               - |TM03 WATER PULSE |             - |        - |TM06 TOXIC |        - |           - |TM09 BULLET SEED |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |TM13 ICE BEAM |            - |TM15 HYPER BEAM |                - |TM17 PROTECT |TM18 RAIN DANCE |TM19 GIGA DRAIN |             - |TM21 FRUSTRATION |TM22 SOLARBEAM |             - |               - |           - |              - |TM27 RETURN |       - |           - |TM30 SHADOW BALL |               - |TM32 DOUBLE TEAM |           - |TM34 SHOCK WAVE |                - |TM36 SLUDGE BOMB |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |TM49 SNATCH |            - |       - |       - |        - |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
318 CARVANHA      |               - |               - |TM03 WATER PULSE |             - |        - |TM06 TOXIC |TM07 HAIL |           - |               - |TM10 HIDDEN POWER |             - |TM12 TAUNT |TM13 ICE BEAM |TM14 BLIZZARD |              - |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |             - |               - |           - |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |               - |             - |              - |             - |              - |TM41 TORMENT |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |              - |          - |            - |       - |       - |HM03 SURF |            - |         - |              - |HM07 WATERFALL |HM08 DIVE |
319 SHARPEDO      |               - |               - |TM03 WATER PULSE |             - |TM05 ROAR |TM06 TOXIC |TM07 HAIL |           - |               - |TM10 HIDDEN POWER |             - |TM12 TAUNT |TM13 ICE BEAM |TM14 BLIZZARD |TM15 HYPER BEAM |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |             - |               - |           - |TM26 EARTHQUAKE |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |               - |             - |              - |TM39 ROCK TOMB |              - |TM41 TORMENT |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |              - |          - |            - |       - |       - |HM03 SURF |HM04 STRENGTH |         - |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
320 WAILMER       |               - |               - |TM03 WATER PULSE |             - |TM05 ROAR |TM06 TOXIC |TM07 HAIL |           - |               - |TM10 HIDDEN POWER |             - |         - |TM13 ICE BEAM |TM14 BLIZZARD |              - |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |             - |               - |           - |TM26 EARTHQUAKE |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |               - |             - |              - |TM39 ROCK TOMB |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |HM03 SURF |HM04 STRENGTH |         - |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
321 WAILORD       |               - |               - |TM03 WATER PULSE |             - |TM05 ROAR |TM06 TOXIC |TM07 HAIL |           - |               - |TM10 HIDDEN POWER |             - |         - |TM13 ICE BEAM |TM14 BLIZZARD |TM15 HYPER BEAM |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |             - |               - |           - |TM26 EARTHQUAKE |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |               - |             - |              - |TM39 ROCK TOMB |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |HM03 SURF |HM04 STRENGTH |         - |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
322 NUMEL         |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |              - |                - |TM17 PROTECT |              - |              - |             - |TM21 FRUSTRATION |             - |             - |               - |           - |TM26 EARTHQUAKE |TM27 RETURN |TM28 DIG |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |TM35 FLAMETHROWER |               - |TM37 SANDSTORM |TM38 FIRE BLAST |TM39 ROCK TOMB |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |TM50 OVERHEAT |       - |       - |        - |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
323 CAMERUPT      |               - |               - |               - |             - |TM05 ROAR |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |TM15 HYPER BEAM |                - |TM17 PROTECT |              - |              - |             - |TM21 FRUSTRATION |             - |             - |               - |           - |TM26 EARTHQUAKE |TM27 RETURN |TM28 DIG |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |TM35 FLAMETHROWER |               - |TM37 SANDSTORM |TM38 FIRE BLAST |TM39 ROCK TOMB |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |TM50 OVERHEAT |       - |       - |        - |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
324 TORKOAL       |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |              - |                - |TM17 PROTECT |              - |              - |             - |TM21 FRUSTRATION |             - |TM23 IRON TAIL |               - |           - |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |TM35 FLAMETHROWER |TM36 SLUDGE BOMB |             - |TM38 FIRE BLAST |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |TM50 OVERHEAT |       - |       - |        - |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
325 SPOINK        |               - |               - |               - |TM04 CALM MIND |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |TM12 TAUNT |            - |            - |              - |TM16 LIGHT SCREEN |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |TM23 IRON TAIL |               - |           - |              - |TM27 RETURN |       - |TM29 PSYCHIC |TM30 SHADOW BALL |               - |TM32 DOUBLE TEAM |TM33 REFLECT |TM34 SHOCK WAVE |                - |               - |             - |              - |             - |              - |TM41 TORMENT |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |TM48 SKILL SWAP |TM49 SNATCH |            - |       - |       - |        - |            - |HM05 FLASH |              - |             - |        - |
326 GRUMPIG       |TM01 FOCUS PUNCH |               - |               - |TM04 CALM MIND |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |TM12 TAUNT |            - |            - |TM15 HYPER BEAM |TM16 LIGHT SCREEN |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |TM23 IRON TAIL |               - |           - |              - |TM27 RETURN |       - |TM29 PSYCHIC |TM30 SHADOW BALL |               - |TM32 DOUBLE TEAM |TM33 REFLECT |TM34 SHOCK WAVE |                - |               - |             - |              - |             - |              - |TM41 TORMENT |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |TM48 SKILL SWAP |TM49 SNATCH |            - |       - |       - |        - |            - |HM05 FLASH |              - |             - |        - |
327 SPINDA        |TM01 FOCUS PUNCH |               - |TM03 WATER PULSE |TM04 CALM MIND |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |              - |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |TM20 SAFEGUARD |TM21 FRUSTRATION |             - |             - |               - |           - |              - |TM27 RETURN |TM28 DIG |TM29 PSYCHIC |TM30 SHADOW BALL |TM31 BRICK BREAK |TM32 DOUBLE TEAM |           - |TM34 SHOCK WAVE |                - |               - |             - |              - |TM39 ROCK TOMB |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |TM48 SKILL SWAP |TM49 SNATCH |            - |       - |       - |        - |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |             - |        - |
328 TRAPINCH      |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |TM15 HYPER BEAM |                - |TM17 PROTECT |              - |TM19 GIGA DRAIN |             - |TM21 FRUSTRATION |TM22 SOLARBEAM |             - |               - |           - |TM26 EARTHQUAKE |TM27 RETURN |TM28 DIG |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |               - |TM37 SANDSTORM |              - |TM39 ROCK TOMB |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |        - |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
