Randomizer Version: 4.6.1-HAL
Random Seed: 99248410065537
Settings String: 322AAgEAQH8AP8AAgEEAAEeRAABFAAAFABABAABAAAAAAAAAAAAMgQyAQAICTIGBAAyAAIAC0VtZXJhbGQgKFUpPZRG/+PDOIo=

--Randomized Evolutions--
BULBASAUR       -> IVYSAUR        
179 MAREEP        |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |             - |         - |            - |            - |              - |TM16 LIGHT SCREEN |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |TM23 IRON TAIL |TM24 THUNDERBOLT |TM25 THUNDER |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |TM34 SHOCK WAVE |                - |               - |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |        - |            - |HM05 FLASH |              - |             - |        - |
180 FLAAFFY       |TM01 FOCUS PUNCH |               - |               - |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |             - |         - |            - |            - |              - |TM16 LIGHT SCREEN |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |TM23 IRON TAIL |TM24 THUNDERBOLT |TM25 THUNDER |              - |TM27 RETURN |       - |           - |               - |TM31 BRICK BREAK |TM32 DOUBLE TEAM |           - |TM34 SHOCK WAVE |                - |               - |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |        - |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |             - |        - |
181 AMPHAROS      |TM01 FOCUS PUNCH |               - |               - |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |             - |         - |            - |            - |TM15 HYPER BEAM |TM16 LIGHT SCREEN |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |TM23 IRON TAIL |TM24 THUNDERBOLT |TM25 THUNDER |              - |TM27 RETURN |       - |           - |               - |TM31 BRICK BREAK |TM32 DOUBLE TEAM |           - |TM34 SHOCK WAVE |                - |               - |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |        - |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |             - |        - |
182 BELLOSSOM     |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |TM09 BULLET SEED |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |TM15 HYPER BEAM |                - |TM17 PROTECT |              - |TM19 GIGA DRAIN |TM20 SAFEGUARD |TM21 FRUSTRATION |TM22 SOLARBEAM |             - |               - |           - |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |TM36 SLUDGE BOMB |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |HM01 CUT |       - |        - |            - |HM05 FLASH |              - |             - |        - |
183 MARILL        |TM01 FOCUS PUNCH |               - |TM03 WATER PULSE |             - |        - |TM06 TOXIC |TM07 HAIL |           - |               - |TM10 HIDDEN POWER |             - |         - |TM13 ICE BEAM |TM14 BLIZZARD |              - |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |TM23 IRON TAIL |               - |           - |              - |TM27 RETURN |TM28 DIG |           - |               - |TM31 BRICK BREAK |TM32 DOUBLE TEAM |           - |              - |                - |               - |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |HM03 SURF |HM04 STRENGTH |         - |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
184 AZUMARILL     |TM01 FOCUS PUNCH |               - |TM03 WATER PULSE |             - |        - |TM06 TOXIC |TM07 HAIL |           - |               - |TM10 HIDDEN POWER |             - |         - |TM13 ICE BEAM |TM14 BLIZZARD |TM15 HYPER BEAM |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |TM23 IRON TAIL |               - |           - |              - |TM27 RETURN |TM28 DIG |           - |               - |TM31 BRICK BREAK |TM32 DOUBLE TEAM |           - |              - |                - |               - |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |HM03 SURF |HM04 STRENGTH |         - |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
185 SUDOWOODO     |TM01 FOCUS PUNCH |               - |               - |TM04 CALM MIND |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |TM12 TAUNT |            - |            - |              - |                - |TM17 PROTECT |              - |              - |             - |TM21 FRUSTRATION |             - |             - |               - |           - |TM26 EARTHQUAKE |TM27 RETURN |TM28 DIG |           - |               - |TM31 BRICK BREAK |TM32 DOUBLE TEAM |           - |              - |                - |               - |TM37 SANDSTORM |              - |TM39 ROCK TOMB |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |              - |          - |            - |       - |       - |        - |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
186 POLITOED      |TM01 FOCUS PUNCH |               - |TM03 WATER PULSE |             - |        - |TM06 TOXIC |TM07 HAIL |           - |               - |TM10 HIDDEN POWER |             - |         - |TM13 ICE BEAM |TM14 BLIZZARD |TM15 HYPER BEAM |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |             - |               - |           - |TM26 EARTHQUAKE |TM27 RETURN |TM28 DIG |TM29 PSYCHIC |               - |TM31 BRICK BREAK |TM32 DOUBLE TEAM |           - |              - |                - |               - |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |              - |          - |            - |       - |       - |HM03 SURF |HM04 STRENGTH |         - |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
187 HOPPIP        |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |TM09 BULLET SEED |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |              - |                - |TM17 PROTECT |              - |TM19 GIGA DRAIN |             - |TM21 FRUSTRATION |TM22 SOLARBEAM |             - |               - |           - |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |               - |             - |              - |             - |TM40 AERIAL ACE |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |        - |            - |HM05 FLASH |              - |             - |        - |
188 SKIPLOOM      |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |TM09 BULLET SEED |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |              - |                - |TM17 PROTECT |              - |TM19 GIGA DRAIN |             - |TM21 FRUSTRATION |TM22 SOLARBEAM |             - |               - |           - |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |               - |             - |              - |             - |TM40 AERIAL ACE |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |        - |            - |HM05 FLASH |              - |             - |        - |
189 JUMPLUFF      |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |TM09 BULLET SEED |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |TM15 HYPER BEAM |                - |TM17 PROTECT |              - |TM19 GIGA DRAIN |             - |TM21 FRUSTRATION |TM22 SOLARBEAM |             - |               - |           - |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |               - |             - |              - |             - |TM40 AERIAL ACE |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |        - |            - |HM05 FLASH |              - |             - |        - |
190 AIPOM         |TM01 FOCUS PUNCH |               - |TM03 WATER PULSE |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |TM12 TAUNT |            - |            - |              - |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |TM22 SOLARBEAM |TM23 IRON TAIL |TM24 THUNDERBOLT |TM25 THUNDER |              - |TM27 RETURN |TM28 DIG |           - |TM30 SHADOW BALL |TM31 BRICK BREAK |TM32 DOUBLE TEAM |           - |TM34 SHOCK WAVE |                - |               - |             - |              - |             - |TM40 AERIAL ACE |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |              - |TM49 SNATCH |            - |HM01 CUT |       - |        - |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
191 SUNKERN       |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |TM09 BULLET SEED |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |              - |TM16 LIGHT SCREEN |TM17 PROTECT |              - |TM19 GIGA DRAIN |TM20 SAFEGUARD |TM21 FRUSTRATION |TM22 SOLARBEAM |             - |               - |           - |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |TM36 SLUDGE BOMB |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |HM01 CUT |       - |        - |            - |HM05 FLASH |              - |             - |        - |
192 SUNFLORA      |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |TM09 BULLET SEED |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |TM15 HYPER BEAM |TM16 LIGHT SCREEN |TM17 PROTECT |              - |TM19 GIGA DRAIN |TM20 SAFEGUARD |TM21 FRUSTRATION |TM22 SOLARBEAM |             - |               - |           - |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |TM36 SLUDGE BOMB |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |HM01 CUT |       - |        - |            - |HM05 FLASH |              - |             - |        - |
193 YANMA         |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |              - |                - |TM17 PROTECT |              - |TM19 GIGA DRAIN |             - |TM21 FRUSTRATION |TM22 SOLARBEAM |             - |               - |           - |              - |TM27 RETURN |       - |TM29 PSYCHIC |TM30 SHADOW BALL |               - |TM32 DOUBLE TEAM |           - |              - |                - |               - |             - |              - |             - |TM40 AERIAL ACE |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |TM47 STEEL WING |              - |          - |            - |       - |       - |        - |            - |HM05 FLASH |              - |             - |        - |
194 WOOPER        |               - |               - |TM03 WATER PULSE |             - |        - |TM06 TOXIC |TM07 HAIL |           - |               - |TM10 HIDDEN POWER |             - |         - |TM13 ICE BEAM |TM14 BLIZZARD |              - |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |TM23 IRON TAIL |               - |           - |TM26 EARTHQUAKE |TM27 RETURN |TM28 DIG |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |TM36 SLUDGE BOMB |TM37 SANDSTORM |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |HM03 SURF |            - |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
195 QUAGSIRE      |TM01 FOCUS PUNCH |               - |TM03 WATER PULSE |             - |        - |TM06 TOXIC |TM07 HAIL |           - |               - |TM10 HIDDEN POWER |             - |         - |TM13 ICE BEAM |TM14 BLIZZARD |TM15 HYPER BEAM |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |TM23 IRON TAIL |               - |           - |TM26 EARTHQUAKE |TM27 RETURN |TM28 DIG |           - |               - |TM31 BRICK BREAK |TM32 DOUBLE TEAM |           - |              - |                - |TM36 SLUDGE BOMB |TM37 SANDSTORM |              - |TM39 ROCK TOMB |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |HM07 WATERFALL |HM08 DIVE |
196 ESPEON        |               - |               - |               - |TM04 CALM MIND |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |TM15 HYPER BEAM |TM16 LIGHT SCREEN |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |TM23 IRON TAIL |               - |           - |              - |TM27 RETURN |TM28 DIG |TM29 PSYCHIC |TM30 SHADOW BALL |               - |TM32 DOUBLE TEAM |TM33 REFLECT |              - |                - |               - |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |TM48 SKILL SWAP |          - |            - |HM01 CUT |       - |        - |            - |HM05 FLASH |              - |             - |        - |
197 UMBREON       |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |TM12 TAUNT |            - |            - |TM15 HYPER BEAM |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |TM23 IRON TAIL |               - |           - |              - |TM27 RETURN |TM28 DIG |TM29 PSYCHIC |TM30 SHADOW BALL |               - |TM32 DOUBLE TEAM |           - |              - |                - |               - |             - |              - |             - |              - |TM41 TORMENT |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |TM49 SNATCH |            - |HM01 CUT |       - |        - |            - |HM05 FLASH |              - |             - |        - |
198 MURKROW       |               - |               - |               - |TM04 CALM MIND |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |TM12 TAUNT |            - |            - |              - |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |             - |               - |           - |              - |TM27 RETURN |       - |           - |TM30 SHADOW BALL |               - |TM32 DOUBLE TEAM |           - |              - |                - |               - |             - |              - |             - |TM40 AERIAL ACE |TM41 TORMENT |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |TM47 STEEL WING |              - |TM49 SNATCH |            - |       - |HM02 FLY |        - |            - |         - |              - |             - |        - |
199 SLOWKING      |TM01 FOCUS PUNCH |               - |TM03 WATER PULSE |TM04 CALM MIND |        - |TM06 TOXIC |TM07 HAIL |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |TM13 ICE BEAM |TM14 BLIZZARD |TM15 HYPER BEAM |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |TM20 SAFEGUARD |TM21 FRUSTRATION |             - |TM23 IRON TAIL |               - |           - |TM26 EARTHQUAKE |TM27 RETURN |TM28 DIG |TM29 PSYCHIC |TM30 SHADOW BALL |TM31 BRICK BREAK |TM32 DOUBLE TEAM |           - |              - |TM35 FLAMETHROWER |               - |             - |TM38 FIRE BLAST |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |TM48 SKILL SWAP |          - |            - |       - |       - |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |             - |HM08 DIVE |
200 MISDREAVUS    |               - |               - |               - |TM04 CALM MIND |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |TM12 TAUNT |            - |            - |              - |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |             - |TM24 THUNDERBOLT |TM25 THUNDER |              - |TM27 RETURN |       - |TM29 PSYCHIC |TM30 SHADOW BALL |               - |TM32 DOUBLE TEAM |           - |TM34 SHOCK WAVE |                - |               - |             - |              - |             - |TM40 AERIAL ACE |TM41 TORMENT |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |TM48 SKILL SWAP |TM49 SNATCH |            - |       - |       - |        - |            - |HM05 FLASH |              - |             - |        - |
201 UNOWN         |               - |               - |               - |             - |        - |         - |        - |           - |               - |                - |             - |         - |            - |            - |              - |                - |           - |              - |              - |             - |               - |             - |             - |               - |           - |              - |          - |       - |           - |               - |               - |               - |           - |              - |                - |               - |             - |              - |             - |              - |           - |          - |                - |        - |           - |         - |              - |              - |          - |            - |       - |       - |        - |            - |         - |              - |             - |        - |
202 WOBBUFFET     |               - |               - |               - |             - |        - |         - |        - |           - |               - |                - |             - |         - |            - |            - |              - |                - |           - |              - |              - |             - |               - |             - |             - |               - |           - |              - |          - |       - |           - |               - |               - |               - |           - |              - |                - |               - |             - |              - |             - |              - |           - |          - |                - |        - |           - |         - |              - |              - |          - |            - |       - |       - |        - |            - |         - |              - |             - |        - |
203 GIRAFARIG     |               - |               - |               - |TM04 CALM MIND |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |              - |TM16 LIGHT SCREEN |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |TM23 IRON TAIL |TM24 THUNDERBOLT |TM25 THUNDER |TM26 EARTHQUAKE |TM27 RETURN |       - |TM29 PSYCHIC |TM30 SHADOW BALL |               - |TM32 DOUBLE TEAM |TM33 REFLECT |TM34 SHOCK WAVE |                - |               - |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |TM48 SKILL SWAP |          - |            - |       - |       - |        - |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |             - |        - |
204 PINECO        |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |              - |TM16 LIGHT SCREEN |TM17 PROTECT |              - |TM19 GIGA DRAIN |             - |TM21 FRUSTRATION |TM22 SOLARBEAM |             - |               - |           - |TM26 EARTHQUAKE |TM27 RETURN |TM28 DIG |           - |               - |               - |TM32 DOUBLE TEAM |TM33 REFLECT |              - |                - |               - |TM37 SANDSTORM |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |        - |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
205 FORRETRESS    |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |TM15 HYPER BEAM |TM16 LIGHT SCREEN |TM17 PROTECT |              - |TM19 GIGA DRAIN |             - |TM21 FRUSTRATION |TM22 SOLARBEAM |             - |               - |           - |TM26 EARTHQUAKE |TM27 RETURN |TM28 DIG |           - |               - |               - |TM32 DOUBLE TEAM |TM33 REFLECT |              - |                - |               - |TM37 SANDSTORM |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |        - |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
206 DUNSPARCE     |               - |               - |TM03 WATER PULSE |TM04 CALM MIND |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |TM13 ICE BEAM |TM14 BLIZZARD |              - |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |TM22 SOLARBEAM |TM23 IRON TAIL |TM24 THUNDERBOLT |TM25 THUNDER |TM26 EARTHQUAKE |TM27 RETURN |TM28 DIG |           - |TM30 SHADOW BALL |               - |TM32 DOUBLE TEAM |           - |TM34 SHOCK WAVE |TM35 FLAMETHROWER |               - |             - |TM38 FIRE BLAST |TM39 ROCK TOMB |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |              - |          - |            - |       - |       - |        - |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
207 GLIGAR        |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |              - |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |TM23 IRON TAIL |               - |           - |TM26 EARTHQUAKE |TM27 RETURN |TM28 DIG |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |TM36 SLUDGE BOMB |TM37 SANDSTORM |              - |TM39 ROCK TOMB |TM40 AERIAL ACE |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |TM47 STEEL WING |              - |          - |            - |HM01 CUT |       - |        - |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
208 STEELIX       |               - |               - |               - |             - |TM05 ROAR |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |TM12 TAUNT |            - |            - |TM15 HYPER BEAM |                - |TM17 PROTECT |              - |              - |             - |TM21 FRUSTRATION |             - |TM23 IRON TAIL |               - |           - |TM26 EARTHQUAKE |TM27 RETURN |TM28 DIG |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |               - |TM37 SANDSTORM |              - |TM39 ROCK TOMB |              - |TM41 TORMENT |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |HM01 CUT |       - |        - |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
209 SNUBBULL      |TM01 FOCUS PUNCH |               - |TM03 WATER PULSE |             - |TM05 ROAR |TM06 TOXIC |        - |TM08 BULK UP |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |TM12 TAUNT |            - |            - |              - |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |TM22 SOLARBEAM |             - |TM24 THUNDERBOLT |TM25 THUNDER |TM26 EARTHQUAKE |TM27 RETURN |TM28 DIG |           - |TM30 SHADOW BALL |TM31 BRICK BREAK |TM32 DOUBLE TEAM |           - |TM34 SHOCK WAVE |TM35 FLAMETHROWER |TM36 SLUDGE BOMB |             - |TM38 FIRE BLAST |             - |              - |TM41 TORMENT |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |              - |          - |TM50 OVERHEAT |       - |       - |        - |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
210 GRANBULL      |TM01 FOCUS PUNCH |               - |TM03 WATER PULSE |             - |TM05 ROAR |TM06 TOXIC |        - |TM08 BULK UP |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |TM12 TAUNT |            - |            - |TM15 HYPER BEAM |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |TM22 SOLARBEAM |TM23 IRON TAIL |TM24 THUNDERBOLT |TM25 THUNDER |TM26 EARTHQUAKE |TM27 RETURN |TM28 DIG |           - |TM30 SHADOW BALL |TM31 BRICK BREAK |TM32 DOUBLE TEAM |           - |TM34 SHOCK WAVE |TM35 FLAMETHROWER |TM36 SLUDGE BOMB |             - |TM38 FIRE BLAST |TM39 ROCK TOMB |              - |TM41 TORMENT |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |              - |          - |TM50 OVERHEAT |       - |       - |        - |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
211 QWILFISH      |               - |               - |TM03 WATER PULSE |             - |        - |TM06 TOXIC |TM07 HAIL |           - |               - |TM10 HIDDEN POWER |             - |         - |TM13 ICE BEAM |TM14 BLIZZARD |              - |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |             - |               - |           - |              - |TM27 RETURN |       - |           - |TM30 SHADOW BALL |               - |TM32 DOUBLE TEAM |           - |TM34 SHOCK WAVE |                - |TM36 SLUDGE BOMB |             - |              - |             - |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |HM03 SURF |            - |         - |              - |HM07 WATERFALL |HM08 DIVE |
212 SCIZOR        |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |TM15 HYPER BEAM |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |             - |               - |           - |              - |TM27 RETURN |       - |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |               - |TM37 SANDSTORM |              - |             - |TM40 AERIAL ACE |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |TM47 STEEL WING |              - |          - |            - |HM01 CUT |       - |        - |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
213 SHUCKLE       |               - |               - |               - |             - |        - |TM06 TOXIC |        - |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |              - |                - |TM17 PROTECT |              - |              - |TM20 SAFEGUARD |TM21 FRUSTRATION |             - |             - |               - |           - |TM26 EARTHQUAKE |TM27 RETURN |TM28 DIG |           - |               - |               - |TM32 DOUBLE TEAM |           - |              - |                - |TM36 SLUDGE BOMB |TM37 SANDSTORM |              - |TM39 ROCK TOMB |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |         - |              - |              - |          - |            - |       - |       - |        - |HM04 STRENGTH |HM05 FLASH |HM06 ROCK SMASH |             - |        - |
214 HERACROSS     |TM01 FOCUS PUNCH |               - |               - |             - |        - |TM06 TOXIC |        - |TM08 BULK UP |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |         - |            - |            - |TM15 HYPER BEAM |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |             - |               - |           - |TM26 EARTHQUAKE |TM27 RETURN |TM28 DIG |           - |               - |TM31 BRICK BREAK |TM32 DOUBLE TEAM |           - |              - |                - |               - |             - |              - |TM39 ROCK TOMB |              - |           - |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |              - |          - |            - |HM01 CUT |       - |        - |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
215 SNEASEL       |TM01 FOCUS PUNCH |               - |               - |TM04 CALM MIND |        - |TM06 TOXIC |TM07 HAIL |           - |               - |TM10 HIDDEN POWER |TM11 SUNNY DAY |TM12 TAUNT |TM13 ICE BEAM |TM14 BLIZZARD |              - |                - |TM17 PROTECT |TM18 RAIN DANCE |              - |             - |TM21 FRUSTRATION |             - |TM23 IRON TAIL |               - |           - |              - |TM27 RETURN |TM28 DIG |           - |TM30 SHADOW BALL |TM31 BRICK BREAK |TM32 DOUBLE TEAM |           - |              - |                - |               - |             - |              - |             - |TM40 AERIAL ACE |TM41 TORMENT |TM42 FACADE |TM43 SECRET POWER |TM44 REST |TM45 ATTRACT |TM46 THIEF |              - |              - |TM49 SNATCH |            - |HM01 CUT |       - |HM03 SURF |HM04 STRENGTH |         - |HM06 ROCK SMASH |             - |        - |
