Randomizer Version: 4.6.1-HAL
Random Seed: 220368420090532
Settings String: 322AAgEAQGKAo0CkAIEAAEeRAABFAAAFABABAABAAAAAAAAAAAAMgQyAQAICTIHBwAyAAIACVBva2Vtb24gWSiegyDjwziK

--Randomized Evolutions--
Bulbasaur       -> Ivysaur        
229 Houndoom         |              - |               - |            - |             - |TM05 Roar |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |TM11 Sunny Day |TM12 Taunt |            - |            - |TM15 Hyper Beam |                - |TM17 Protect |              - |         - |             - |TM21 Frustration |TM22 Solar Beam |              - |               - |           - |              - |TM27 Return |       - |           - |TM30 Shadow Ball |               - |TM32 Double Team |           - |               - |TM35 Flamethrower |TM36 Sludge Bomb |             - |TM38 Fire Blast |             - |              - |TM41 Torment |TM42 Facade |TM43 Flame Charge |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |                - |TM50 Overheat |              - |               - |               - |               - |         - |         - |               - |            - |TM59 Incinerate |         - |TM61 Will-O-Wisp |              - |TM63 Embargo |             - |               - |TM66 Payback |TM67 Retaliate |TM68 Giga Impact |               - |         - |              - |               - |                - |             - |                - |                - |            - |            - |                - |              - |             - |               - |               - |              - |TM85 Dream Eater |              - |TM87 Swagger |TM88 Sleep Talk |          - |TM90 Substitute |                - |              - |               - |TM94 Rock Smash |TM95 Snarl |                - |TM97 Dark Pulse |                  - |                  - |TM100 Confide |       - |       - |        - |HM04 Strength |             - |
230 Kingdra          |              - |               - |            - |             - |        - |TM06 Toxic |TM07 Hail |           - |             - |TM10 Hidden Power |             - |         - |TM13 Ice Beam |TM14 Blizzard |TM15 Hyper Beam |                - |TM17 Protect |TM18 Rain Dance |         - |             - |TM21 Frustration |              - |              - |               - |           - |              - |TM27 Return |       - |           - |               - |               - |TM32 Double Team |           - |               - |                - |               - |             - |              - |             - |              - |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |         - |             - |TM48 Round |                - |            - |              - |               - |               - |               - |TM55 Scald |         - |               - |            - |              - |TM60 Quash |               - |              - |           - |             - |               - |           - |             - |TM68 Giga Impact |               - |         - |              - |               - |                - |             - |                - |                - |            - |            - |                - |              - |             - |               - |               - |              - |               - |              - |TM87 Swagger |TM88 Sleep Talk |          - |TM90 Substitute |TM91 Flash Cannon |              - |               - |              - |         - |                - |              - |                  - |                  - |TM100 Confide |       - |       - |HM03 Surf |            - |HM05 Waterfall |
231 Phanpy           |              - |               - |            - |             - |TM05 Roar |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |              - |                - |TM17 Protect |              - |         - |             - |TM21 Frustration |              - |              - |               - |           - |TM26 Earthquake |TM27 Return |       - |           - |               - |               - |TM32 Double Team |           - |               - |                - |               - |TM37 Sandstorm |              - |TM39 Rock Tomb |              - |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |         - |             - |TM48 Round |TM49 Echoed Voice |            - |              - |               - |               - |               - |         - |         - |               - |            - |              - |         - |               - |              - |           - |             - |               - |           - |             - |               - |               - |         - |              - |               - |                - |             - |                - |                - |            - |TM78 Bulldoze |                - |TM80 Rock Slide |             - |               - |               - |              - |               - |              - |TM87 Swagger |TM88 Sleep Talk |          - |TM90 Substitute |                - |              - |               - |TM94 Rock Smash |         - |                - |              - |                  - |                  - |TM100 Confide |       - |       - |        - |HM04 Strength |             - |
232 Donphan          |              - |               - |            - |             - |TM05 Roar |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |TM15 Hyper Beam |                - |TM17 Protect |              - |         - |             - |TM21 Frustration |              - |              - |               - |           - |TM26 Earthquake |TM27 Return |       - |           - |               - |               - |TM32 Double Team |           - |               - |                - |               - |TM37 Sandstorm |              - |TM39 Rock Tomb |              - |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |         - |             - |TM48 Round |TM49 Echoed Voice |            - |              - |               - |               - |               - |         - |         - |               - |            - |              - |         - |               - |              - |           - |             - |               - |           - |             - |TM68 Giga Impact |TM69 Rock Polish |         - |TM71 Stone Edge |               - |                - |TM74 Gyro Ball |                - |                - |            - |TM78 Bulldoze |                - |TM80 Rock Slide |             - |               - |               - |TM84 Poison Jab |               - |              - |TM87 Swagger |TM88 Sleep Talk |          - |TM90 Substitute |                - |              - |               - |TM94 Rock Smash |         - |                - |              - |                  - |                  - |TM100 Confide |       - |       - |        - |HM04 Strength |             - |
233 Porygon2         |              - |               - |TM03 Psyshock |             - |        - |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |TM11 Sunny Day |         - |TM13 Ice Beam |TM14 Blizzard |TM15 Hyper Beam |                - |TM17 Protect |TM18 Rain Dance |         - |             - |TM21 Frustration |TM22 Solar Beam |              - |TM24 Thunderbolt |TM25 Thunder |              - |TM27 Return |       - |TM29 Psychic |TM30 Shadow Ball |               - |TM32 Double Team |           - |               - |                - |               - |             - |              - |             - |TM40 Aerial Ace |           - |TM42 Facade |                - |TM44 Rest |           - |TM46 Thief |             - |TM48 Round |                - |            - |              - |               - |               - |               - |         - |         - |TM57 Charge Beam |            - |              - |         - |               - |              - |           - |             - |               - |           - |             - |TM68 Giga Impact |               - |TM70 Flash |              - |               - |TM73 Thunder Wave |             - |                - |                - |TM77 Psych Up |            - |                - |              - |             - |               - |               - |              - |TM85 Dream Eater |              - |TM87 Swagger |TM88 Sleep Talk |          - |TM90 Substitute |                - |TM92 Trick Room |               - |              - |         - |                - |              - |                  - |                  - |TM100 Confide |       - |       - |        - |            - |             - |
234 Stantler         |              - |               - |TM03 Psyshock |TM04 Calm Mind |TM05 Roar |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |              - |TM16 Light Screen |TM17 Protect |TM18 Rain Dance |         - |             - |TM21 Frustration |TM22 Solar Beam |              - |TM24 Thunderbolt |TM25 Thunder |TM26 Earthquake |TM27 Return |       - |TM29 Psychic |TM30 Shadow Ball |               - |TM32 Double Team |TM33 Reflect |               - |                - |               - |             - |              - |             - |              - |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |                - |            - |              - |               - |TM53 Energy Ball |               - |         - |         - |TM57 Charge Beam |            - |              - |         - |               - |              - |           - |             - |               - |           - |TM67 Retaliate |TM68 Giga Impact |               - |TM70 Flash |              - |               - |TM73 Thunder Wave |             - |                - |                - |TM77 Psych Up |TM78 Bulldoze |                - |              - |             - |               - |               - |              - |TM85 Dream Eater |              - |TM87 Swagger |TM88 Sleep Talk |          - |TM90 Substitute |                - |TM92 Trick Room |TM93 Wild Charge |              - |         - |                - |              - |                  - |                  - |TM100 Confide |       - |       - |        - |            - |             - |
235 Smeargle         |              - |               - |            - |             - |        - |         - |        - |           - |             - |                - |             - |         - |            - |            - |              - |                - |           - |              - |         - |             - |               - |              - |              - |               - |           - |              - |          - |       - |           - |               - |               - |               - |           - |               - |                - |               - |             - |              - |             - |              - |           - |          - |                - |        - |           - |         - |             - |         - |                - |            - |              - |               - |               - |               - |         - |         - |               - |            - |              - |         - |               - |              - |           - |             - |               - |           - |             - |               - |               - |         - |              - |               - |                - |             - |                - |                - |            - |            - |                - |              - |             - |               - |               - |              - |               - |              - |           - |              - |          - |              - |                - |              - |               - |              - |         - |                - |              - |                  - |                  - |           - |       - |       - |        - |            - |             - |
236 Tyrogue          |              - |               - |            - |             - |        - |TM06 Toxic |        - |TM08 Bulk Up |             - |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |              - |                - |TM17 Protect |TM18 Rain Dance |         - |             - |TM21 Frustration |              - |              - |               - |           - |TM26 Earthquake |TM27 Return |       - |           - |               - |TM31 Brick Break |TM32 Double Team |           - |               - |                - |               - |             - |              - |             - |              - |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |TM47 Low Sweep |TM48 Round |                - |            - |              - |               - |               - |               - |         - |         - |               - |            - |              - |         - |               - |              - |           - |             - |               - |           - |TM67 Retaliate |               - |               - |         - |              - |               - |                - |             - |                - |                - |            - |TM78 Bulldoze |                - |TM80 Rock Slide |             - |               - |               - |              - |               - |              - |TM87 Swagger |TM88 Sleep Talk |          - |TM90 Substitute |                - |              - |               - |TM94 Rock Smash |         - |                - |              - |                  - |                  - |TM100 Confide |       - |       - |        - |HM04 Strength |             - |
237 Hitmontop        |              - |               - |            - |             - |        - |TM06 Toxic |        - |TM08 Bulk Up |             - |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |              - |                - |TM17 Protect |TM18 Rain Dance |         - |             - |TM21 Frustration |              - |              - |               - |           - |TM26 Earthquake |TM27 Return |TM28 Dig |           - |               - |TM31 Brick Break |TM32 Double Team |           - |               - |                - |               - |TM37 Sandstorm |              - |             - |TM40 Aerial Ace |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |TM47 Low Sweep |TM48 Round |                - |            - |              - |               - |               - |               - |         - |         - |               - |            - |              - |         - |               - |              - |           - |             - |               - |           - |TM67 Retaliate |               - |               - |         - |TM71 Stone Edge |               - |                - |TM74 Gyro Ball |                - |                - |            - |TM78 Bulldoze |                - |TM80 Rock Slide |             - |               - |               - |              - |               - |              - |TM87 Swagger |TM88 Sleep Talk |          - |TM90 Substitute |                - |              - |               - |TM94 Rock Smash |         - |                - |              - |                  - |                  - |TM100 Confide |       - |       - |        - |HM04 Strength |             - |
238 Smoochum         |              - |               - |TM03 Psyshock |TM04 Calm Mind |        - |TM06 Toxic |TM07 Hail |           - |             - |TM10 Hidden Power |             - |         - |TM13 Ice Beam |TM14 Blizzard |              - |TM16 Light Screen |TM17 Protect |TM18 Rain Dance |         - |             - |TM21 Frustration |              - |              - |               - |           - |              - |TM27 Return |       - |TM29 Psychic |TM30 Shadow Ball |               - |TM32 Double Team |TM33 Reflect |               - |                - |               - |             - |              - |             - |              - |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |TM49 Echoed Voice |            - |              - |               - |               - |               - |         - |TM56 Fling |               - |            - |              - |         - |               - |              - |           - |             - |               - |TM66 Payback |             - |               - |               - |TM70 Flash |              - |               - |                - |             - |                - |                - |TM77 Psych Up |            - |TM79 Frost Breath |              - |             - |               - |               - |              - |TM85 Dream Eater |TM86 Grass Knot |TM87 Swagger |TM88 Sleep Talk |          - |TM90 Substitute |                - |TM92 Trick Room |               - |              - |         - |                - |              - |                  - |                  - |TM100 Confide |       - |       - |        - |            - |             - |
239 Elekid           |              - |               - |            - |             - |        - |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |             - |         - |            - |            - |              - |TM16 Light Screen |TM17 Protect |TM18 Rain Dance |         - |             - |TM21 Frustration |              - |              - |TM24 Thunderbolt |TM25 Thunder |              - |TM27 Return |       - |TM29 Psychic |               - |TM31 Brick Break |TM32 Double Team |           - |               - |                - |               - |             - |              - |             - |              - |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |                - |            - |              - |               - |               - |               - |         - |TM56 Fling |TM57 Charge Beam |            - |              - |         - |               - |              - |           - |             - |               - |           - |             - |               - |               - |TM70 Flash |              - |TM72 Volt Switch |TM73 Thunder Wave |             - |                - |                - |            - |            - |                - |              - |             - |               - |               - |              - |               - |              - |TM87 Swagger |TM88 Sleep Talk |          - |TM90 Substitute |                - |              - |TM93 Wild Charge |TM94 Rock Smash |         - |                - |              - |TM98 Power-Up Punch |                  - |TM100 Confide |       - |       - |        - |            - |             - |
240 Magby            |              - |               - |            - |             - |        - |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |              - |                - |TM17 Protect |              - |         - |             - |TM21 Frustration |              - |              - |               - |           - |              - |TM27 Return |       - |TM29 Psychic |               - |TM31 Brick Break |TM32 Double Team |           - |               - |TM35 Flamethrower |               - |             - |TM38 Fire Blast |             - |              - |           - |TM42 Facade |TM43 Flame Charge |TM44 Rest |TM45 Attract |TM46 Thief |             - |TM48 Round |                - |TM50 Overheat |              - |               - |               - |               - |         - |TM56 Fling |               - |            - |TM59 Incinerate |         - |TM61 Will-O-Wisp |              - |           - |             - |               - |           - |             - |               - |               - |         - |              - |               - |                - |             - |                - |                - |            - |            - |                - |              - |             - |               - |               - |              - |               - |              - |TM87 Swagger |TM88 Sleep Talk |          - |TM90 Substitute |                - |              - |               - |TM94 Rock Smash |         - |                - |              - |TM98 Power-Up Punch |                  - |TM100 Confide |       - |       - |        - |            - |             - |
241 Miltank          |              - |               - |            - |             - |        - |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |TM11 Sunny Day |         - |TM13 Ice Beam |TM14 Blizzard |TM15 Hyper Beam |                - |TM17 Protect |TM18 Rain Dance |         - |             - |TM21 Frustration |TM22 Solar Beam |              - |TM24 Thunderbolt |TM25 Thunder |TM26 Earthquake |TM27 Return |       - |           - |TM30 Shadow Ball |TM31 Brick Break |TM32 Double Team |           - |               - |                - |               - |TM37 Sandstorm |              - |TM39 Rock Tomb |              - |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |         - |             - |TM48 Round |TM49 Echoed Voice |            - |              - |TM52 Focus Blast |               - |               - |         - |TM56 Fling |               - |            - |              - |         - |               - |              - |           - |             - |               - |           - |TM67 Retaliate |TM68 Giga Impact |               - |         - |              - |               - |TM73 Thunder Wave |TM74 Gyro Ball |                - |                - |TM77 Psych Up |TM78 Bulldoze |                - |TM80 Rock Slide |             - |               - |               - |              - |               - |              - |TM87 Swagger |TM88 Sleep Talk |          - |TM90 Substitute |                - |              - |               - |TM94 Rock Smash |         - |                - |              - |TM98 Power-Up Punch |                  - |TM100 Confide |       - |       - |HM03 Surf |HM04 Strength |             - |
242 Blissey          |              - |               - |            - |TM04 Calm Mind |        - |TM06 Toxic |TM07 Hail |           - |             - |TM10 Hidden Power |TM11 Sunny Day |         - |TM13 Ice Beam |TM14 Blizzard |TM15 Hyper Beam |TM16 Light Screen |TM17 Protect |TM18 Rain Dance |         - |TM20 Safeguard |TM21 Frustration |TM22 Solar Beam |              - |TM24 Thunderbolt |TM25 Thunder |TM26 Earthquake |TM27 Return |       - |TM29 Psychic |TM30 Shadow Ball |TM31 Brick Break |TM32 Double Team |           - |               - |TM35 Flamethrower |               - |TM37 Sandstorm |TM38 Fire Blast |TM39 Rock Tomb |              - |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |         - |             - |TM48 Round |TM49 Echoed Voice |            - |              - |TM52 Focus Blast |               - |               - |         - |TM56 Fling |TM57 Charge Beam |            - |TM59 Incinerate |         - |               - |              - |           - |             - |               - |           - |TM67 Retaliate |TM68 Giga Impact |               - |TM70 Flash |              - |               - |TM73 Thunder Wave |             - |                - |                - |TM77 Psych Up |TM78 Bulldoze |                - |TM80 Rock Slide |             - |               - |               - |              - |TM85 Dream Eater |TM86 Grass Knot |TM87 Swagger |TM88 Sleep Talk |          - |TM90 Substitute |                - |              - |TM93 Wild Charge |TM94 Rock Smash |         - |                - |              - |TM98 Power-Up Punch |TM99 Dazzling Gleam |TM100 Confide |       - |       - |        - |HM04 Strength |             - |
243 Raikou           |              - |               - |            - |TM04 Calm Mind |TM05 Roar |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |TM15 Hyper Beam |TM16 Light Screen |TM17 Protect |TM18 Rain Dance |         - |             - |TM21 Frustration |              - |              - |TM24 Thunderbolt |TM25 Thunder |              - |TM27 Return |TM28 Dig |           - |TM30 Shadow Ball |               - |TM32 Double Team |TM33 Reflect |               - |                - |               - |TM37 Sandstorm |              - |             - |              - |           - |TM42 Facade |                - |TM44 Rest |           - |         - |             - |TM48 Round |                - |            - |              - |               - |               - |               - |         - |         - |TM57 Charge Beam |            - |              - |TM60 Quash |               - |              - |           - |             - |               - |           - |             - |TM68 Giga Impact |               - |TM70 Flash |              - |TM72 Volt Switch |TM73 Thunder Wave |             - |                - |                - |TM77 Psych Up |TM78 Bulldoze |                - |              - |             - |               - |               - |              - |               - |              - |TM87 Swagger |TM88 Sleep Talk |          - |TM90 Substitute |                - |              - |TM93 Wild Charge |TM94 Rock Smash |TM95 Snarl |                - |              - |                  - |                  - |TM100 Confide |HM01 Cut |       - |        - |HM04 Strength |             - |
244 Entei            |              - |               - |            - |TM04 Calm Mind |TM05 Roar |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |TM15 Hyper Beam |                - |TM17 Protect |TM18 Rain Dance |         - |             - |TM21 Frustration |TM22 Solar Beam |              - |               - |           - |              - |TM27 Return |TM28 Dig |           - |TM30 Shadow Ball |               - |TM32 Double Team |TM33 Reflect |               - |TM35 Flamethrower |               - |TM37 Sandstorm |TM38 Fire Blast |             - |              - |           - |TM42 Facade |TM43 Flame Charge |TM44 Rest |           - |         - |             - |TM48 Round |                - |TM50 Overheat |              - |               - |               - |               - |         - |         - |               - |            - |TM59 Incinerate |TM60 Quash |TM61 Will-O-Wisp |              - |           - |             - |               - |           - |             - |TM68 Giga Impact |               - |TM70 Flash |TM71 Stone Edge |               - |                - |             - |                - |                - |TM77 Psych Up |TM78 Bulldoze |                - |              - |             - |               - |               - |              - |               - |              - |TM87 Swagger |TM88 Sleep Talk |          - |TM90 Substitute |                - |              - |               - |TM94 Rock Smash |TM95 Snarl |                - |              - |                  - |                  - |TM100 Confide |HM01 Cut |       - |        - |HM04 Strength |             - |
245 Suicune          |              - |               - |            - |TM04 Calm Mind |TM05 Roar |TM06 Toxic |TM07 Hail |           - |             - |TM10 Hidden Power |TM11 Sunny Day |         - |TM13 Ice Beam |TM14 Blizzard |TM15 Hyper Beam |                - |TM17 Protect |TM18 Rain Dance |         - |             - |TM21 Frustration |              - |              - |               - |           - |              - |TM27 Return |TM28 Dig |           - |TM30 Shadow Ball |               - |TM32 Double Team |TM33 Reflect |               - |                - |               - |TM37 Sandstorm |              - |             - |              - |           - |TM42 Facade |                - |TM44 Rest |           - |         - |             - |TM48 Round |                - |            - |              - |               - |               - |               - |TM55 Scald |         - |               - |            - |              - |TM60 Quash |               - |              - |           - |             - |               - |           - |             - |TM68 Giga Impact |               - |         - |              - |               - |                - |             - |                - |                - |TM77 Psych Up |TM78 Bulldoze |                - |              - |             - |               - |               - |              - |               - |              - |TM87 Swagger |TM88 Sleep Talk |          - |TM90 Substitute |                - |              - |               - |TM94 Rock Smash |TM95 Snarl |                - |              - |                  - |                  - |TM100 Confide |HM01 Cut |       - |HM03 Surf |            - |HM05 Waterfall |
246 Larvitar         |              - |               - |            - |             - |        - |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |TM11 Sunny Day |TM12 Taunt |            - |            - |TM15 Hyper Beam |                - |TM17 Protect |TM18 Rain Dance |         - |             - |TM21 Frustration |              - |TM23 Smack Down |               - |           - |TM26 Earthquake |TM27 Return |TM28 Dig |           - |               - |TM31 Brick Break |TM32 Double Team |           - |               - |                - |               - |TM37 Sandstorm |              - |TM39 Rock Tomb |              - |TM41 Torment |TM42 Facade |                - |TM44 Rest |TM45 Attract |         - |             - |TM48 Round |                - |            - |              - |               - |               - |               - |         - |         - |               - |            - |              - |         - |               - |              - |           - |             - |               - |TM66 Payback |TM67 Retaliate |               - |TM69 Rock Polish |         - |TM71 Stone Edge |               - |                - |             - |                - |                - |            - |TM78 Bulldoze |                - |TM80 Rock Slide |             - |               - |               - |              - |               - |              - |TM87 Swagger |TM88 Sleep Talk |          - |TM90 Substitute |                - |              - |               - |TM94 Rock Smash |TM95 Snarl |                - |TM97 Dark Pulse |TM98 Power-Up Punch |                  - |TM100 Confide |       - |       - |        - |            - |             - |
247 Pupitar          |              - |               - |            - |             - |        - |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |TM11 Sunny Day |TM12 Taunt |            - |            - |TM15 Hyper Beam |                - |TM17 Protect |TM18 Rain Dance |         - |             - |TM21 Frustration |              - |TM23 Smack Down |               - |           - |TM26 Earthquake |TM27 Return |TM28 Dig |           - |               - |TM31 Brick Break |TM32 Double Team |           - |               - |                - |               - |TM37 Sandstorm |              - |TM39 Rock Tomb |              - |TM41 Torment |TM42 Facade |                - |TM44 Rest |TM45 Attract |         - |             - |TM48 Round |                - |            - |              - |               - |               - |               - |         - |         - |               - |            - |              - |         - |               - |              - |           - |             - |               - |TM66 Payback |TM67 Retaliate |               - |TM69 Rock Polish |         - |TM71 Stone Edge |               - |                - |             - |                - |                - |            - |TM78 Bulldoze |                - |TM80 Rock Slide |             - |               - |               - |              - |               - |              - |TM87 Swagger |TM88 Sleep Talk |          - |TM90 Substitute |                - |              - |               - |TM94 Rock Smash |TM95 Snarl |                - |TM97 Dark Pulse |TM98 Power-Up Punch |                  - |TM100 Confide |       - |       - |        - |            - |             - |
248 Tyranitar        |TM01 Hone Claws |TM02 Dragon Claw |            - |             - |TM05 Roar |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |TM11 Sunny Day |TM12 Taunt |TM13 Ice Beam |TM14 Blizzard |TM15 Hyper Beam |                - |TM17 Protect |TM18 Rain Dance |         - |             - |TM21 Frustration |              - |TM23 Smack Down |TM24 Thunderbolt |TM25 Thunder |TM26 Earthquake |TM27 Return |TM28 Dig |           - |               - |TM31 Brick Break |TM32 Double Team |           - |               - |TM35 Flamethrower |               - |TM37 Sandstorm |TM38 Fire Blast |TM39 Rock Tomb |TM40 Aerial Ace |TM41 Torment |TM42 Facade |                - |TM44 Rest |TM45 Attract |         - |             - |TM48 Round |                - |            - |              - |TM52 Focus Blast |               - |               - |         - |TM56 Fling |               - |            - |TM59 Incinerate |         - |               - |              - |           - |             - |TM65 Shadow Claw |TM66 Payback |TM67 Retaliate |TM68 Giga Impact |TM69 Rock Polish |         - |TM71 Stone Edge |               - |TM73 Thunder Wave |             - |                - |                - |            - |TM78 Bulldoze |                - |TM80 Rock Slide |             - |TM82 Dragon Tail |               - |              - |               - |              - |TM87 Swagger |TM88 Sleep Talk |          - |TM90 Substitute |                - |              - |               - |TM94 Rock Smash |TM95 Snarl |                - |TM97 Dark Pulse |TM98 Power-Up Punch |                  - |TM100 Confide |HM01 Cut |       - |HM03 Surf |HM04 Strength |             - |
249 Lugia            |              - |               - |TM03 Psyshock |TM04 Calm Mind |TM05 Roar |TM06 Toxic |TM07 Hail |           - |             - |TM10 Hidden Power |TM11 Sunny Day |         - |TM13 Ice Beam |TM14 Blizzard |TM15 Hyper Beam |TM16 Light Screen |TM17 Protect |TM18 Rain Dance |TM19 Roost |TM20 Safeguard |TM21 Frustration |              - |              - |TM24 Thunderbolt |TM25 Thunder |TM26 Earthquake |TM27 Return |       - |TM29 Psychic |TM30 Shadow Ball |               - |TM32 Double Team |TM33 Reflect |               - |                - |               - |TM37 Sandstorm |              - |             - |TM40 Aerial Ace |           - |TM42 Facade |                - |TM44 Rest |           - |         - |             - |TM48 Round |TM49 Echoed Voice |            - |TM51 Steel Wing |               - |               - |               - |         - |         - |TM57 Charge Beam |TM58 Sky Drop |              - |         - |               - |              - |           - |             - |               - |           - |             - |TM68 Giga Impact |               - |TM70 Flash |              - |               - |TM73 Thunder Wave |             - |                - |                - |TM77 Psych Up |TM78 Bulldoze |                - |              - |             - |TM82 Dragon Tail |               - |              - |TM85 Dream Eater |              - |TM87 Swagger |TM88 Sleep Talk |          - |TM90 Substitute |                - |              - |               - |TM94 Rock Smash |         - |                - |              - |                  - |                  - |TM100 Confide |       - |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
250 Ho-Oh            |              - |               - |            - |TM04 Calm Mind |TM05 Roar |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |TM15 Hyper Beam |TM16 Light Screen |TM17 Protect |TM18 Rain Dance |TM19 Roost |TM20 Safeguard |TM21 Frustration |TM22 Solar Beam |              - |TM24 Thunderbolt |TM25 Thunder |TM26 Earthquake |TM27 Return |       - |TM29 Psychic |TM30 Shadow Ball |               - |TM32 Double Team |TM33 Reflect |               - |TM35 Flamethrower |               - |TM37 Sandstorm |TM38 Fire Blast |             - |TM40 Aerial Ace |           - |TM42 Facade |TM43 Flame Charge |TM44 Rest |           - |         - |             - |TM48 Round |TM49 Echoed Voice |TM50 Overheat |TM51 Steel Wing |               - |               - |               - |         - |         - |TM57 Charge Beam |TM58 Sky Drop |TM59 Incinerate |         - |TM61 Will-O-Wisp |              - |           - |             - |               - |           - |             - |TM68 Giga Impact |               - |TM70 Flash |              - |               - |TM73 Thunder Wave |             - |                - |                - |TM77 Psych Up |TM78 Bulldoze |                - |              - |             - |               - |               - |              - |TM85 Dream Eater |              - |TM87 Swagger |TM88 Sleep Talk |          - |TM90 Substitute |                - |              - |               - |TM94 Rock Smash |         - |                - |              - |                  - |                  - |TM100 Confide |       - |HM02 Fly |        - |HM04 Strength |             - |
251 Celebi           |              - |               - |            - |TM04 Calm Mind |        - |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |TM15 Hyper Beam |TM16 Light Screen |TM17 Protect |TM18 Rain Dance |         - |TM20 Safeguard |TM21 Frustration |TM22 Solar Beam |              - |               - |           - |              - |TM27 Return |       - |TM29 Psychic |TM30 Shadow Ball |               - |TM32 Double Team |TM33 Reflect |               - |                - |               - |TM37 Sandstorm |              - |             - |TM40 Aerial Ace |           - |TM42 Facade |                - |TM44 Rest |           - |         - |             - |TM48 Round |TM49 Echoed Voice |            - |              - |               - |TM53 Energy Ball |               - |         - |TM56 Fling |TM57 Charge Beam |            - |              - |         - |               - |              - |           - |             - |               - |           - |             - |TM68 Giga Impact |               - |TM70 Flash |              - |               - |TM73 Thunder Wave |             - |TM75 Swords Dance |                - |TM77 Psych Up |            - |                - |              - |             - |               - |               - |              - |TM85 Dream Eater |TM86 Grass Knot |TM87 Swagger |TM88 Sleep Talk |TM89 U-turn |TM90 Substitute |                - |TM92 Trick Room |               - |              - |         - |TM96 Nature Power |              - |                  - |TM99 Dazzling Gleam |TM100 Confide |HM01 Cut |       - |        - |            - |             - |
252 Treecko          |              - |               - |            - |             - |        - |TM06 Toxic |        - |           - |             - |TM10 Hidden Power |TM11 Sunny Day |         - |            - |            - |              - |                - |TM17 Protect |              - |         - |TM20 Safeguard |TM21 Frustration |TM22 Solar Beam |              - |               - |           - |              - |TM27 Return |TM28 Dig |           - |               - |TM31 Brick Break |TM32 Double Team |           - |               - |                - |               - |             - |              - |TM39 Rock Tomb |TM40 Aerial Ace |           - |TM42 Facade |                - |TM44 Rest |TM45 Attract |         - |             - |TM48 Round |                - |            - |              - |               - |TM53 Energy Ball |               - |         - |TM56 Fling |               - |            - |              - |         - |               - |TM62 Acrobatics |           - |             - |               - |           - |             - |               - |               - |TM70 Flash |              - |               - |                - |             - |TM75 Swords Dance |                - |            - |            - |                - |TM80 Rock Slide |             - |               - |               - |              - |               - |TM86 Grass Knot |TM87 Swagger |TM88 Sleep Talk |          - |TM90 Substitute |                - |              - |               - |TM94 Rock Smash |         - |TM96 Nature Power |              - |TM98 Power-Up Punch |                  - |TM100 Confide |HM01 Cut |       - |        - |HM04 Strength |             - |
